date,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,unassigned
2020-04-06,0,0,0,0,0,5,0,0,1,3,4,3,2,4,0,3,2,3,1,0
2020-04-07,1,0,0,0,2,4,2,0,1,0,5,3,0,0,0,2,5,2,3,0
2020-04-08,0,1,0,1,1,1,1,1,0,3,3,2,2,0,0,2,4,4,2,0
2020-04-09,0,0,0,0,1,1,0,2,3,2,5,1,3,0,2,2,3,2,0,0
2020-04-10,0,0,0,0,0,0,1,1,1,2,0,3,1,1,2,4,5,3,1,0
2020-04-11,0,0,0,0,0,2,0,1,2,0,0,1,1,0,1,2,4,2,0,0
2020-04-12,0,0,0,0,0,2,1,0,3,1,1,0,1,2,2,4,5,4,1,0
2020-04-13,0,0,0,0,1,1,1,0,3,1,3,0,1,0,0,0,2,1,1,0
2020-04-14,0,0,0,0,1,0,1,0,0,5,1,2,2,1,3,2,3,1,0,0
2020-04-15,0,0,0,0,1,2,0,1,2,2,6,0,1,0,2,1,0,2,2,0
2020-04-16,1,0,0,0,0,1,3,2,3,4,2,5,0,0,0,0,2,6,0,0
2020-04-17,0,0,0,0,3,1,1,0,3,0,4,1,4,1,0,2,4,2,5,0
2020-04-18,0,0,0,0,0,1,3,1,0,4,6,5,1,0,0,0,0,1,3,0
2020-04-19,0,0,0,0,1,3,1,2,1,4,2,3,3,0,0,1,0,1,2,0
2020-04-20,0,0,0,0,0,1,1,1,1,1,4,3,2,0,3,1,0,3,1,0
2020-04-21,0,0,0,0,1,3,1,1,2,0,5,3,2,0,0,5,6,6,8,0
2020-04-22,0,0,0,0,3,0,1,3,5,2,2,2,0,2,0,1,1,2,3,0
2020-04-23,0,0,0,0,1,3,1,3,0,0,1,3,0,0,2,2,3,5,5,0
2020-04-24,0,0,0,0,1,0,2,1,1,0,4,2,1,1,3,1,3,2,2,0
2020-04-25,0,0,0,0,1,1,0,0,1,4,1,3,1,2,3,0,1,3,3,0
2020-04-26,0,0,0,0,0,2,0,0,0,3,1,2,0,1,0,4,1,1,2,0
2020-04-27,0,0,0,1,4,4,5,1,2,1,2,1,1,1,3,3,2,3,2,0
2020-04-28,0,0,0,0,1,2,3,2,3,4,1,3,3,2,5,4,6,5,3,0
2020-04-29,0,0,0,0,1,3,0,3,4,2,3,6,2,0,0,2,0,5,1,0
2020-04-30,0,0,0,1,2,4,1,2,1,1,8,3,1,0,1,0,4,1,3,0
2020-05-01,1,0,0,0,2,2,2,3,2,4,4,2,2,0,2,2,3,5,1,0
2020-05-02,0,0,0,0,1,0,1,1,1,0,0,2,2,0,2,1,6,5,2,1
2020-05-03,0,0,0,0,1,3,0,1,0,1,1,1,5,1,0,3,2,4,3,0
2020-05-04,0,0,0,0,0,1,4,1,1,0,2,2,0,0,2,1,4,2,3,0
2020-05-05,0,0,0,1,2,1,2,2,2,2,5,0,1,1,1,2,2,2,1,0
2020-05-06,0,0,0,0,1,3,1,0,0,4,3,3,3,1,2,2,3,1,7,0
2020-05-07,0,0,0,0,1,2,0,1,0,1,2,1,1,0,0,4,3,2,2,0
2020-05-08,0,0,0,0,1,2,6,2,2,2,3,2,1,1,2,3,7,2,5,0
2020-05-09,0,0,0,1,1,2,1,2,3,1,2,1,0,1,2,0,0,0,1,0
2020-05-10,0,0,0,1,2,0,1,3,1,3,1,2,0,0,0,0,3,2,2,0
2020-05-11,0,1,0,1,2,1,4,2,2,3,4,2,1,0,1,0,1,4,5,0
2020-05-12,0,0,0,1,2,2,5,2,1,0,2,1,4,3,0,0,2,4,3,0
2020-05-13,1,0,0,1,1,4,1,4,0,2,5,2,1,2,2,2,0,3,1,0
2020-05-14,0,1,0,1,1,4,1,3,0,5,3,2,0,0,1,3,2,4,2,0
2020-05-15,0,1,0,1,3,6,0,0,2,1,2,1,0,1,1,0,3,1,2,0
2020-05-16,0,0,0,0,0,2,1,2,1,2,4,1,1,0,1,3,1,3,1,0
2020-05-17,0,0,0,0,1,2,0,1,1,1,3,3,0,0,2,1,1,2,1,0
2020-05-18,0,4,0,2,0,1,3,1,3,1,1,2,2,0,0,2,2,6,1,0
2020-05-19,0,0,0,0,3,1,1,4,0,2,0,1,3,2,1,6,1,2,1,0
2020-05-20,1,0,0,0,1,3,1,0,2,2,2,4,2,2,1,2,2,1,2,0
2020-05-21,0,0,0,0,1,0,1,0,0,0,1,2,1,0,2,0,1,0,2,0
2020-05-22,0,0,0,0,0,1,1,0,3,3,0,0,2,0,1,3,1,3,1,0
2020-05-23,0,0,0,0,1,0,2,1,1,1,1,1,0,1,2,2,1,3,3,0
2020-05-24,0,0,0,1,2,0,1,0,1,1,0,1,2,1,1,1,1,1,2,0
2020-05-25,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0
2020-05-26,0,0,0,0,1,0,1,1,0,0,2,0,1,1,2,0,4,6,7,0
2020-05-27,0,0,0,0,2,2,2,0,0,0,1,1,1,0,0,2,2,0,0,0
2020-05-28,0,0,0,0,0,0,1,0,2,0,1,1,0,1,1,1,5,5,7,0
2020-05-29,0,0,0,1,0,0,4,2,1,2,0,0,0,1,0,4,3,1,4,0
2020-05-30,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,0
2020-05-31,0,0,0,1,1,0,1,1,1,0,1,0,0,0,3,1,1,0,1,0
2020-06-01,0,0,0,0,0,1,0,1,2,0,1,2,3,0,1,1,1,4,4,0
2020-06-02,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,0,3,2,2,0
2020-06-03,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,1,1,1,0
2020-06-04,0,0,0,0,1,3,2,1,2,0,1,0,0,0,1,1,1,0,1,0
2020-06-05,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0
2020-06-06,0,0,0,1,0,0,1,1,0,1,2,2,0,0,1,0,2,0,1,0
2020-06-07,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0
2020-06-08,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,0,0
2020-06-09,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-06-10,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
2020-06-11,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0
2020-06-12,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,2,0,0
2020-06-13,0,0,0,1,0,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
2020-06-15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,2,0
2020-06-16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0
2020-06-17,1,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0
2020-06-18,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
2020-06-20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2020-06-22,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-06-23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0
2020-06-24,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
2020-06-25,0,0,2,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0
2020-06-26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2020-06-27,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-06-28,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,0,1,1,0,1,2,1,3,0,0,0,0,1,0,0
2020-06-30,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,1,0,0,0
2020-07-01,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0
2020-07-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
2020-07-03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-04,0,1,0,1,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0
2020-07-05,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2020-07-08,0,0,1,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,2,0,2,1,1,2,3,1,0,1,0,0,0,2,0,0
2020-07-10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020-07-11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2020-07-12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0
2020-07-17,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-07-20,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-07-21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-24,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
2020-07-25,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
2020-07-28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2020-07-31,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
2020-08-01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2020-08-04,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2020-08-05,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
2020-08-06,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
2020-08-07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2020-08-11,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0
2020-08-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0
2020-08-15,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-18,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,1,0,1,2,0,0,0,1,1,1,0,1,0,0,0,0,0
2020-08-20,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,1,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0
2020-08-27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-29,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2020-08-30,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,0,0,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2020-09-01,0,0,1,2,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2020-09-02,0,1,0,1,2,0,1,1,0,2,0,3,2,0,0,0,0,0,2,0
2020-09-03,0,0,0,1,4,0,1,0,0,0,1,3,1,0,0,0,0,1,1,0
2020-09-04,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-05,0,0,0,1,2,3,3,2,1,1,1,0,0,0,0,1,0,0,0,0
2020-09-06,0,1,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2020-09-07,1,0,1,2,2,3,2,2,1,1,4,4,0,0,1,2,0,1,1,0
2020-09-08,1,0,0,1,2,1,3,1,5,1,1,0,0,0,0,0,0,0,0,0
2020-09-09,0,0,0,2,1,1,1,0,0,3,2,0,0,0,0,0,0,1,0,0
2020-09-10,0,1,0,2,5,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0
2020-09-11,1,1,0,2,3,2,0,0,3,0,2,0,1,0,1,0,1,1,0,0
2020-09-12,0,1,1,3,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2020-09-13,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2020-09-14,0,0,0,0,2,2,1,2,2,3,2,0,1,1,0,1,0,0,0,0
2020-09-15,0,0,1,0,1,1,1,2,3,1,0,2,1,0,0,0,0,0,0,0
2020-09-16,0,0,0,5,6,2,3,0,1,4,2,2,1,0,0,0,1,0,0,0
2020-09-17,1,1,0,0,1,1,1,0,2,1,1,3,1,0,1,0,0,0,0,0
2020-09-18,1,0,2,2,1,3,2,3,1,3,1,0,1,1,1,0,2,0,0,0
2020-09-19,0,2,1,5,6,0,6,0,2,1,2,5,1,0,0,0,0,0,0,0
2020-09-20,0,0,0,2,4,1,3,2,1,3,2,5,1,0,0,0,0,0,0,0
2020-09-21,1,0,1,2,3,3,5,2,1,6,3,4,0,3,0,0,0,0,0,0
2020-09-22,0,0,4,2,5,5,1,2,3,2,3,3,2,2,0,2,0,0,0,1
2020-09-23,1,1,1,3,2,1,4,5,3,2,1,2,3,1,0,1,0,0,0,1
2020-09-24,0,0,0,4,9,4,0,4,2,4,2,2,0,2,0,0,0,0,0,0
2020-09-25,0,0,0,7,6,2,3,5,4,4,4,1,2,0,1,0,0,1,0,0
2020-09-26,2,1,1,2,5,4,2,2,1,1,4,3,1,1,3,1,0,0,0,1
2020-09-27,2,0,1,4,8,5,5,2,0,0,1,4,1,2,0,1,1,0,0,0
2020-09-28,0,1,0,7,11,4,5,6,1,2,2,3,0,1,0,0,0,0,0,0
2020-09-29,0,0,2,8,9,2,10,4,3,3,5,1,6,0,0,0,1,2,0,0
2020-09-30,1,0,2,12,19,4,5,3,2,5,3,7,4,1,0,0,0,0,0,0
2020-10-01,3,1,1,10,13,8,4,2,4,1,8,4,3,0,2,2,0,0,0,0
2020-10-02,0,1,2,10,15,8,8,4,7,4,5,7,0,0,3,0,0,0,0,0
2020-10-03,0,1,1,10,6,4,3,0,4,3,8,5,4,6,1,1,0,0,0,0
2020-10-04,2,1,1,12,8,8,4,6,8,7,4,5,3,3,1,1,1,0,0,0
2020-10-05,3,1,1,4,9,7,4,7,9,10,6,9,4,2,4,1,1,0,0,0
2020-10-06,1,0,5,8,15,4,5,5,11,6,15,12,4,5,1,2,1,2,1,0
2020-10-07,2,2,2,9,11,12,11,7,6,9,6,10,8,7,1,1,1,2,1,0
2020-10-08,5,2,2,15,13,8,9,6,6,2,13,4,8,1,6,1,1,2,0,0
2020-10-09,2,2,3,9,21,7,4,10,5,6,2,5,3,0,0,1,1,2,0,0
2020-10-10,1,1,1,9,7,7,6,6,6,4,7,9,6,3,3,0,1,1,0,0
2020-10-11,1,0,3,11,5,6,5,5,4,6,5,3,6,3,0,2,0,1,0,0
2020-10-12,1,4,1,6,10,14,6,7,13,5,12,12,7,3,2,1,2,2,0,0
2020-10-13,3,1,1,4,15,8,8,10,12,5,7,9,4,4,2,1,1,2,0,0
2020-10-14,3,4,2,9,12,8,8,9,9,12,5,10,2,2,1,0,1,0,0,0
2020-10-15,2,3,2,10,11,10,9,9,2,12,6,9,4,3,1,3,0,3,1,0
2020-10-16,3,4,5,12,12,8,7,10,5,9,6,5,5,3,2,2,0,0,1,0
2020-10-17,1,1,0,6,10,8,5,8,4,4,6,7,2,6,2,1,1,0,0,0
2020-10-18,3,3,2,5,6,5,6,11,6,7,12,10,5,1,3,4,0,0,1,0
2020-10-19,2,3,5,7,21,14,15,6,8,9,15,8,9,6,0,0,1,4,1,1
2020-10-20,2,3,5,7,10,16,18,10,10,10,10,7,4,6,3,2,0,1,0,1
2020-10-21,3,1,2,10,18,15,11,12,9,10,13,8,3,6,4,4,4,1,2,0
2020-10-22,2,3,1,3,5,4,4,15,7,7,9,7,4,6,4,1,4,1,1,3
2020-10-23,1,0,3,7,9,9,11,3,7,9,6,5,5,1,3,6,3,3,3,0
2020-10-24,2,1,5,5,7,6,5,7,12,6,6,8,2,4,0,3,0,2,0,2
2020-10-25,1,1,0,8,4,10,8,11,7,7,11,7,7,1,6,6,9,7,9,0
2020-10-26,4,5,3,10,13,14,13,10,12,7,14,16,5,7,2,4,2,1,0,0
2020-10-27,1,1,3,8,7,15,13,14,15,9,8,12,4,8,3,5,3,2,2,0
2020-10-28,6,3,1,8,11,7,13,7,7,11,12,14,8,5,1,1,1,3,2,0
2020-10-29,4,5,9,7,8,13,18,12,8,6,10,10,5,4,8,3,4,5,5,0
2020-10-30,3,1,1,4,14,13,5,9,9,7,14,8,12,5,2,2,1,4,5,0
2020-10-31,2,0,5,7,7,8,7,4,5,8,11,6,2,2,2,2,0,1,1,0
2020-11-01,1,2,2,2,6,9,7,6,13,5,8,8,7,4,3,3,3,2,0,0
2020-11-02,3,1,7,4,15,13,10,20,15,14,11,16,13,3,2,2,2,4,1,1
2020-11-03,6,0,1,6,12,6,11,8,5,13,12,14,14,7,3,4,3,1,1,0
2020-11-04,2,2,6,5,13,15,5,6,10,13,12,13,11,6,8,1,6,8,5,0
2020-11-05,3,1,1,11,17,9,21,11,17,7,17,10,9,4,3,6,2,2,2,0
2020-11-06,0,1,5,5,17,13,12,13,8,10,20,13,3,8,10,6,8,7,7,0
2020-11-07,1,0,3,1,11,8,10,9,10,10,12,8,7,4,1,3,5,4,2,0
2020-11-08,3,1,2,15,7,19,8,9,12,15,8,12,4,3,6,1,1,3,1,0
2020-11-09,1,1,9,11,29,16,15,12,19,25,17,14,11,7,3,5,6,1,4,0
2020-11-10,1,5,3,9,17,19,9,20,5,19,9,18,9,4,2,5,4,5,6,1
2020-11-11,1,1,8,14,18,14,5,15,8,14,23,21,11,5,5,4,2,1,4,0
2020-11-12,3,1,3,4,5,13,9,14,12,13,9,10,3,8,3,4,4,5,0,0
2020-11-13,2,3,3,4,15,13,9,9,6,13,11,14,7,8,3,6,6,2,1,0
2020-11-14,2,2,7,9,14,9,9,8,2,5,7,8,8,2,6,2,2,6,1,0
2020-11-15,3,4,6,8,3,6,11,5,6,4,10,8,2,0,4,4,6,10,11,0
2020-11-16,3,3,4,6,11,9,8,5,6,11,7,12,10,4,7,6,5,3,3,0
2020-11-17,1,3,8,6,6,15,7,6,4,5,12,8,4,7,4,2,4,4,5,0
2020-11-18,3,4,6,2,7,6,8,9,8,6,9,9,5,3,5,1,1,2,5,1
2020-11-19,0,3,1,5,10,9,7,8,6,4,4,4,6,0,4,2,1,9,2,1
2020-11-20,0,0,3,1,3,6,4,1,3,6,3,3,4,4,6,4,3,1,0,1
2020-11-21,0,1,2,1,1,1,3,4,4,2,2,1,2,0,0,2,1,1,0,0
2020-11-22,1,0,1,3,5,4,4,5,3,3,8,6,2,1,1,1,1,1,2,0
2020-11-23,0,1,0,3,4,4,1,7,6,9,4,9,2,5,5,2,1,1,0,0
2020-11-24,1,1,3,2,3,2,2,5,3,6,1,4,1,2,1,0,3,3,0,0
2020-11-25,1,3,3,3,8,2,3,6,2,3,4,5,4,2,3,0,2,3,0,0
2020-11-26,0,2,3,3,2,3,4,4,7,1,1,5,1,0,3,2,1,0,0,0
2020-11-27,0,1,3,0,8,1,5,5,3,4,6,5,1,3,0,4,1,2,0,0
2020-11-28,2,1,3,1,1,2,2,3,2,6,1,3,1,2,3,3,5,4,8,0
2020-11-29,0,1,1,6,3,0,2,3,1,2,1,3,1,2,0,0,2,1,4,0
2020-11-30,0,1,1,0,3,0,7,9,1,4,8,5,4,3,2,1,1,4,1,0
2020-12-01,0,0,4,4,3,2,5,4,6,7,3,7,1,0,1,1,2,4,1,1
2020-12-02,1,1,1,1,1,3,2,3,2,6,8,1,1,2,0,2,1,1,5,1
2020-12-03,0,1,1,4,3,3,2,6,6,4,3,2,3,0,3,2,3,4,0,0
2020-12-04,0,4,3,6,1,3,1,0,2,1,5,4,3,2,3,7,1,3,3,1
2020-12-05,2,0,3,1,1,1,7,3,3,2,6,2,2,1,3,1,1,2,2,0
2020-12-06,4,1,4,2,5,0,4,5,3,2,2,2,2,3,1,1,5,4,3,0
2020-12-07,2,2,4,0,3,3,4,1,5,6,9,5,1,4,3,3,3,0,2,0
2020-12-08,2,1,1,1,3,4,4,3,8,6,4,7,3,1,3,1,0,2,4,0
2020-12-09,2,0,2,3,4,7,7,4,2,3,5,4,2,0,2,1,6,1,1,0
2020-12-10,2,2,2,2,8,7,4,4,5,4,9,6,2,0,2,3,3,4,1,0
2020-12-11,1,1,4,6,5,9,4,8,8,7,7,4,5,6,3,2,5,2,0,0
2020-12-12,1,3,2,7,6,7,9,7,6,5,6,3,4,2,1,1,4,2,1,0
2020-12-13,0,1,5,5,2,5,4,3,8,4,9,5,3,2,6,2,3,9,5,0
2020-12-14,0,2,4,6,9,17,12,8,7,11,8,5,4,4,1,2,13,3,7,0
2020-12-15,1,2,7,5,9,9,7,10,7,6,8,8,2,3,5,2,4,5,6,0
2020-12-16,1,2,5,6,8,18,10,13,5,8,6,9,10,6,5,5,2,5,2,0
2020-12-17,3,3,2,3,12,13,4,10,12,2,8,3,5,2,5,3,2,5,5,0
2020-12-18,0,1,7,3,12,8,4,9,4,17,16,11,8,3,3,2,1,3,2,0
2020-12-19,3,2,2,5,10,8,3,4,1,10,2,10,3,5,6,6,4,2,1,0
2020-12-20,2,2,5,7,7,9,6,6,9,12,8,11,3,1,1,3,2,0,5,0
